Year,Date,Cultivar,LTE_C
2019_20,3/4/20,BR,-21.8
2019_20,3/18/20,BR,-21.8
2019_20,3/18/20,BR,-21.8
2021_22,3/12/22,FR,-21.8
2021_22,11/9/21,LC,-21.8
2021_22,11/9/21,MQ,-21.8
2018_19,11/13/18,BR,-21.7
2018_19,11/13/18,LC,-21.7
2018_19,11/13/18,MQ,-21.7
2018_19,11/13/18,PP,-21.7
2018_19,11/13/18,PP,-21.7
2018_19,11/23/18,PP,-21.7
2019_20,10/23/19,PP,-21.7
2019_20,11/6/19,FR,-21.7
2019_20,11/6/19,LC,-21.7
2019_20,11/6/19,MQ,-21.7
2019_20,11/18/19,PP,-21.7
2019_20,11/18/19,PP,-21.7
2019_20,1/3/20,MQ,-21.7
2019_20,1/29/20,BR,-21.7
2019_20,3/18/20,BR,-21.7
2019_20,3/18/20,FR,-21.7
2021_22,11/9/21,BR,-21.7
2021_22,3/12/22,BR,-21.7
2021_22,10/26/21,FR,-21.7
2021_22,10/26/21,FR,-21.7
2021_22,11/9/21,FR,-21.7
2021_22,3/12/22,FR,-21.7
2021_22,11/9/21,LC,-21.7
2018_19,11/13/18,FR,-21.6
2018_19,11/23/18,BR,-21.6
2018_19,11/23/18,PP,-21.6
2018_19,1/16/19,BR,-21.6
2018_19,3/21/19,BR,-21.6
2018_19,3/21/19,BR,-21.6
2019_20,11/6/19,LC,-21.6
2019_20,11/6/19,MQ,-21.6
2019_20,11/18/19,FR,-21.6
2019_20,12/18/19,LC,-21.6
2019_20,3/4/20,PP,-21.6
2019_20,3/18/20,BR,-21.6
2021_22,11/9/21,BR,-21.6
2021_22,10/26/21,FR,-21.6
2021_22,11/9/21,FR,-21.6
2021_22,11/9/21,FR,-21.6
2021_22,3/12/22,FR,-21.6
2021_22,11/9/21,LC,-21.6
2021_22,11/9/21,LC,-21.6
2021_22,3/12/22,LC,-21.6
2021_22,10/26/21,MQ,-21.6
2021_22,10/26/21,MQ,-21.6
2021_22,11/9/21,MQ,-21.6
2021_22,11/9/21,MQ,-21.6
2021_22,11/9/21,PP,-21.6
2018_19,10/26/18,PP,-21.5
2018_19,11/13/18,BR,-21.5
2018_19,11/13/18,BR,-21.5
2018_19,11/13/18,BR,-21.5
2018_19,11/13/18,LC,-21.5
2018_19,11/13/18,LC,-21.5
2018_19,11/13/18,MQ,-21.5
2018_19,11/13/18,PP,-21.5
2018_19,11/13/18,PP,-21.5
2018_19,1/4/19,BR,-21.5
2018_19,1/16/19,LC,-21.5
2018_19,3/21/19,BR,-21.5
2019_20,11/6/19,BR,-21.5
2019_20,11/6/19,FR,-21.5
2019_20,11/6/19,FR,-21.5
2019_20,11/6/19,FR,-21.5
2019_20,11/6/19,LC,-21.5
2019_20,11/6/19,MQ,-21.5
2019_20,11/6/19,PP,-21.5
2019_20,11/18/19,LC,-21.5
2019_20,12/4/19,FR,-21.5
2019_20,12/4/19,LC,-21.5
2019_20,3/18/20,BR,-21.5
2019_20,3/18/20,BR,-21.5
2019_20,3/24/20,LC,-21.5
2019_20,3/24/20,PP,-21.5
2021_22,3/12/22,BR,-21.5
2021_22,10/26/21,FR,-21.5
2021_22,11/9/21,FR,-21.5
2021_22,3/12/22,FR,-21.5
2021_22,3/12/22,LC,-21.5
2021_22,11/9/21,PP,-21.5
2018_19,10/12/18,BR,-21.4
2018_19,10/26/18,LC,-21.4
2018_19,11/13/18,BR,-21.4
2018_19,11/13/18,FR,-21.4
2018_19,11/13/18,LC,-21.4
2018_19,11/13/18,PP,-21.4
2018_19,11/13/18,PP,-21.4
2018_19,11/23/18,LC,-21.4
2018_19,1/16/19,MQ,-21.4
2018_19,3/21/19,LC,-21.4
2018_19,3/21/19,PP,-21.4
2018_19,4/3/19,PP,-21.4
2019_20,10/23/19,PP,-21.4
2019_20,11/6/19,LC,-21.4
2019_20,11/6/19,MQ,-21.4
2019_20,11/18/19,BR,-21.4
2019_20,11/18/19,FR,-21.4
2019_20,11/18/19,LC,-21.4
2019_20,3/18/20,BR,-21.4
2019_20,3/18/20,PP,-21.4
2019_20,3/24/20,PP,-21.4
2021_22,10/26/21,FR,-21.4
2021_22,10/26/21,FR,-21.4
2021_22,11/9/21,FR,-21.4
2021_22,11/9/21,LC,-21.4
2021_22,11/9/21,MQ,-21.4
2021_22,11/9/21,MQ,-21.4
2021_22,11/9/21,MQ,-21.4
2021_22,11/9/21,PP,-21.4
2018_19,10/26/18,FR,-21.3
2018_19,11/23/18,PP,-21.3
2018_19,3/21/19,BR,-21.3
2019_20,11/6/19,FR,-21.3
2019_20,11/6/19,LC,-21.3
2019_20,11/6/19,LC,-21.3
2019_20,11/6/19,MQ,-21.3
2019_20,11/6/19,PP,-21.3
2019_20,11/6/19,PP,-21.3
2019_20,11/18/19,MQ,-21.3
2019_20,12/4/19,PP,-21.3
2019_20,12/18/19,MQ,-21.3
2019_20,12/18/19,PP,-21.3
2019_20,3/18/20,FR,-21.3
2019_20,3/24/20,PP,-21.3
2019_20,3/24/20,PP,-21.3
2019_20,3/24/20,PP,-21.3
2021_22,11/9/21,FR,-21.3
2021_22,3/12/22,FR,-21.3
2021_22,10/26/21,LC,-21.3
2021_22,11/9/21,LC,-21.3
2021_22,10/26/21,MQ,-21.3
2018_19,11/13/18,MQ,-21.2
2018_19,11/13/18,PP,-21.2
2018_19,11/13/18,PP,-21.2
2018_19,11/23/18,PP,-21.2
2018_19,1/4/19,BR,-21.2
2018_19,1/16/19,LC,-21.2
2018_19,3/21/19,BR,-21.2
2018_19,3/21/19,MQ,-21.2
2019_20,11/6/19,LC,-21.2
2019_20,12/18/19,BR,-21.2
2019_20,3/18/20,PP,-21.2
2019_20,3/18/20,PP,-21.2
2021_22,11/9/21,FR,-21.2
2021_22,11/9/21,FR,-21.2
2021_22,11/9/21,LC,-21.2
2021_22,10/26/21,MQ,-21.2
2021_22,10/26/21,MQ,-21.2
2021_22,11/9/21,MQ,-21.2
2021_22,11/9/21,MQ,-21.2
2021_22,10/26/21,PP,-21.2
2021_22,10/26/21,PP,-21.2
2018_19,11/13/18,BR,-21.1
2018_19,11/13/18,MQ,-21.1
2018_19,3/11/19,MQ,-21.1
2018_19,3/21/19,BR,-21.1
2018_19,4/3/19,FR,-21.1
2018_19,4/3/19,LC,-21.1
2019_20,10/8/19,PP,-21.1
2019_20,10/23/19,BR,-21.1
2019_20,11/6/19,BR,-21.1
2019_20,11/6/19,FR,-21.1
2019_20,11/6/19,LC,-21.1
2019_20,11/6/19,MQ,-21.1
2019_20,11/18/19,LC,-21.1
2019_20,12/4/19,BR,-21.1
2019_20,12/4/19,MQ,-21.1
2019_20,3/18/20,LC,-21.1
2019_20,3/18/20,LC,-21.1
2021_22,3/12/22,BR,-21.1
2021_22,10/26/21,FR,-21.1
2021_22,10/26/21,PP,-21.1
2021_22,11/9/21,PP,-21.1
2018_19,10/26/18,MQ,-21
2018_19,11/13/18,PP,-21
2018_19,11/23/18,PP,-21
2018_19,1/16/19,PP,-21
2018_19,3/21/19,BR,-21
2018_19,3/21/19,MQ,-21
2018_19,4/3/19,FR,-21
2018_19,4/3/19,FR,-21
2019_20,11/6/19,FR,-21
2019_20,11/6/19,LC,-21
2019_20,11/6/19,MQ,-21
2019_20,11/18/19,PP,-21
2019_20,12/4/19,PP,-21
2019_20,2/26/20,MQ,-21
2019_20,3/4/20,LC,-21
2019_20,3/18/20,BR,-21
2019_20,3/18/20,BR,-21
2019_20,3/18/20,PP,-21
2019_20,3/24/20,BR,-21
2019_20,3/24/20,BR,-21
2019_20,3/24/20,BR,-21
2019_20,3/24/20,PP,-21
2021_22,10/26/21,BR,-21
2021_22,11/9/21,BR,-21
2021_22,11/9/21,BR,-21
2021_22,3/12/22,BR,-21
2021_22,3/12/22,FR,-21
2021_22,10/26/21,PP,-21
2021_22,10/26/21,PP,-21
2018_19,11/13/18,BR,-20.9
2018_19,11/13/18,LC,-20.9
2018_19,11/13/18,MQ,-20.9
2018_19,11/23/18,LC,-20.9
2018_19,12/19/18,PP,-20.9
2018_19,1/4/19,PP,-20.9
2018_19,4/3/19,PP,-20.9
2019_20,11/6/19,PP,-20.9
2019_20,11/18/19,MQ,-20.9
2019_20,12/4/19,BR,-20.9
2019_20,12/4/19,LC,-20.9
2019_20,3/18/20,BR,-20.9
2019_20,3/24/20,BR,-20.9
2019_20,3/24/20,FR,-20.9
2019_20,3/24/20,LC,-20.9
2019_20,3/24/20,PP,-20.9
2021_22,11/9/21,BR,-20.9
2021_22,10/26/21,FR,-20.9
2021_22,11/9/21,FR,-20.9
2021_22,3/12/22,FR,-20.9
2021_22,11/9/21,LC,-20.9
2021_22,11/9/21,MQ,-20.9
2018_19,10/26/18,FR,-20.8
2018_19,11/13/18,BR,-20.8
2018_19,11/13/18,BR,-20.8
2018_19,11/23/18,PP,-20.8
2018_19,11/23/18,PP,-20.8
2018_19,12/19/18,MQ,-20.8
2019_20,11/6/19,BR,-20.8
2019_20,11/6/19,BR,-20.8
2019_20,11/6/19,BR,-20.8
2019_20,11/6/19,LC,-20.8
2019_20,11/6/19,LC,-20.8
2019_20,11/6/19,MQ,-20.8
2019_20,11/6/19,PP,-20.8
2019_20,12/4/19,MQ,-20.8
2019_20,1/3/20,PP,-20.8
2019_20,3/4/20,LC,-20.8
2019_20,3/18/20,LC,-20.8
2019_20,3/24/20,BR,-20.8
2021_22,10/26/21,BR,-20.8
2021_22,11/9/21,BR,-20.8
2021_22,10/26/21,FR,-20.8
2021_22,10/26/21,FR,-20.8
2021_22,11/9/21,MQ,-20.8
2021_22,11/9/21,MQ,-20.8
2021_22,10/26/21,PP,-20.8
2018_19,11/13/18,PP,-20.7
2018_19,3/21/19,PP,-20.7
2019_20,11/6/19,BR,-20.7
2019_20,11/6/19,LC,-20.7
2019_20,11/6/19,PP,-20.7
2019_20,11/6/19,PP,-20.7
2019_20,11/6/19,PP,-20.7
2019_20,1/3/20,FR,-20.7
2019_20,3/18/20,PP,-20.7
2019_20,3/18/20,PP,-20.7
2019_20,3/18/20,PP,-20.7
2019_20,3/24/20,BR,-20.7
2021_22,10/26/21,FR,-20.7
2021_22,3/12/22,FR,-20.7
2021_22,10/26/21,LC,-20.7
2021_22,11/9/21,LC,-20.7
2021_22,10/26/21,MQ,-20.7
2021_22,11/9/21,MQ,-20.7
2021_22,10/26/21,PP,-20.7
2021_22,11/9/21,PP,-20.7
2018_19,10/26/18,BR,-20.6
2018_19,10/26/18,FR,-20.6
2018_19,4/3/19,BR,-20.6
2019_20,3/18/20,PP,-20.6
2019_20,3/18/20,PP,-20.6
2021_22,11/9/21,BR,-20.6
2021_22,3/12/22,BR,-20.6
2021_22,3/12/22,BR,-20.6
2021_22,10/26/21,FR,-20.6
2021_22,10/26/21,FR,-20.6
2021_22,10/26/21,FR,-20.6
2021_22,11/9/21,MQ,-20.6
2021_22,10/26/21,PP,-20.6
2021_22,10/26/21,PP,-20.6
2021_22,10/26/21,PP,-20.6
2021_22,10/26/21,PP,-20.6
2021_22,10/26/21,PP,-20.6
2018_19,11/13/18,BR,-20.5
2018_19,11/13/18,LC,-20.5
2018_19,3/21/19,PP,-20.5
2018_19,4/3/19,FR,-20.5
2018_19,4/3/19,PP,-20.5
2019_20,11/6/19,FR,-20.5
2019_20,11/6/19,FR,-20.5
2019_20,11/6/19,LC,-20.5
2019_20,11/6/19,MQ,-20.5
2019_20,11/6/19,PP,-20.5
2019_20,1/16/20,BR,-20.5
2019_20,3/18/20,BR,-20.5
2019_20,3/18/20,BR,-20.5
2019_20,3/18/20,BR,-20.5
2019_20,3/18/20,LC,-20.5
2019_20,3/24/20,BR,-20.5
2019_20,3/24/20,BR,-20.5
2019_20,3/24/20,LC,-20.5
2019_20,3/24/20,LC,-20.5
2019_20,4/17/20,PP,-20.5
2021_22,10/26/21,BR,-20.5
2021_22,3/12/22,BR,-20.5
2021_22,3/12/22,BR,-20.5
2021_22,10/26/21,FR,-20.5
2021_22,3/12/22,FR,-20.5
2021_22,3/12/22,FR,-20.5
2021_22,10/26/21,MQ,-20.5
2021_22,10/26/21,MQ,-20.5
2021_22,11/9/21,MQ,-20.5
2018_19,11/23/18,FR,-20.4
2018_19,3/21/19,BR,-20.4
2018_19,4/3/19,FR,-20.4
2018_19,4/3/19,FR,-20.4
2018_19,4/3/19,LC,-20.4
2018_19,4/3/19,MQ,-20.4
2019_20,10/8/19,MQ,-20.4
2019_20,11/6/19,BR,-20.4
2019_20,11/6/19,LC,-20.4
2019_20,11/6/19,PP,-20.4
2019_20,11/6/19,PP,-20.4
2019_20,12/4/19,PP,-20.4
2019_20,3/18/20,BR,-20.4
2019_20,3/24/20,BR,-20.4
2019_20,3/24/20,BR,-20.4
2021_22,10/26/21,BR,-20.4
2021_22,11/9/21,BR,-20.4
2021_22,10/26/21,FR,-20.4
2021_22,10/26/21,FR,-20.4
2021_22,11/9/21,FR,-20.4
2021_22,10/26/21,LC,-20.4
2021_22,10/26/21,LC,-20.4
2021_22,11/9/21,MQ,-20.4
2021_22,10/26/21,PP,-20.4
2021_22,10/26/21,PP,-20.4
2018_19,10/26/18,FR,-20.3
2018_19,4/3/19,FR,-20.3
2018_19,4/3/19,LC,-20.3
2019_20,11/6/19,BR,-20.3
2019_20,11/6/19,MQ,-20.3
2019_20,11/6/19,MQ,-20.3
2019_20,11/6/19,PP,-20.3
2019_20,11/18/19,PP,-20.3
2019_20,3/18/20,BR,-20.3
2019_20,3/24/20,BR,-20.3
2019_20,3/24/20,BR,-20.3
2021_22,11/9/21,BR,-20.3
2021_22,11/9/21,BR,-20.3
2021_22,3/12/22,BR,-20.3
2021_22,10/26/21,FR,-20.3
2021_22,10/26/21,MQ,-20.3
2021_22,10/26/21,PP,-20.3
2021_22,10/26/21,PP,-20.3
2021_22,11/9/21,PP,-20.3
2021_22,11/9/21,PP,-20.3
2021_22,3/12/22,PP,-20.3
2021_22,3/12/22,PP,-20.3
2018_19,9/26/18,BR,-20.2
2018_19,10/26/18,FR,-20.2
2018_19,10/26/18,MQ,-20.2
2018_19,11/13/18,BR,-20.2
2018_19,11/13/18,BR,-20.2
2018_19,11/13/18,BR,-20.2
2018_19,1/16/19,MQ,-20.2
2018_19,4/3/19,LC,-20.2
2018_19,4/3/19,MQ,-20.2
2018_19,4/3/19,PP,-20.2
2019_20,10/8/19,FR,-20.2
2019_20,11/6/19,BR,-20.2
2019_20,11/6/19,BR,-20.2
2019_20,11/6/19,PP,-20.2
2019_20,11/18/19,PP,-20.2
2019_20,3/18/20,BR,-20.2
2019_20,3/18/20,PP,-20.2
2019_20,3/24/20,PP,-20.2
2021_22,10/26/21,FR,-20.2
2021_22,3/12/22,LC,-20.2
2021_22,10/26/21,PP,-20.2
2021_22,10/26/21,PP,-20.2
2021_22,10/26/21,PP,-20.2
2021_22,3/12/22,PP,-20.2
2021_22,3/12/22,PP,-20.2
2018_19,10/26/18,FR,-20.1
2018_19,3/11/19,BR,-20.1
2018_19,3/21/19,PP,-20.1
2018_19,4/3/19,FR,-20.1
2018_19,4/3/19,FR,-20.1
2019_20,11/6/19,MQ,-20.1
2019_20,11/6/19,MQ,-20.1
2019_20,1/3/20,MQ,-20.1
2019_20,3/18/20,BR,-20.1
2019_20,3/24/20,BR,-20.1
2019_20,3/24/20,FR,-20.1
2021_22,11/9/21,BR,-20.1
2021_22,10/26/21,FR,-20.1
2021_22,10/26/21,FR,-20.1
2021_22,10/26/21,MQ,-20.1
2021_22,11/9/21,MQ,-20.1
2021_22,10/26/21,PP,-20.1
2021_22,10/26/21,PP,-20.1
2018_19,10/26/18,FR,-20
2018_19,4/3/19,FR,-20
2018_19,4/3/19,LC,-20
2019_20,11/6/19,BR,-20
2019_20,11/6/19,MQ,-20
2019_20,11/6/19,PP,-20
2019_20,2/13/20,FR,-20
2019_20,2/26/20,BR,-20
2019_20,3/18/20,LC,-20
2019_20,3/18/20,PP,-20
2019_20,3/24/20,BR,-20
2019_20,3/24/20,BR,-20
2019_20,3/24/20,FR,-20
2019_20,3/24/20,LC,-20
2019_20,3/24/20,PP,-20
2019_20,3/24/20,PP,-20
2021_22,10/26/21,BR,-20
2021_22,11/9/21,BR,-20
2021_22,11/9/21,BR,-20
2021_22,3/12/22,BR,-20
2021_22,10/26/21,FR,-20
2021_22,3/12/22,LC,-20
2021_22,3/12/22,LC,-20
2021_22,10/26/21,MQ,-20
2021_22,10/26/21,PP,-20
2021_22,11/9/21,PP,-20
2021_22,3/12/22,PP,-20
2021_22,3/12/22,PP,-20
2018_19,9/26/18,BR,-19.9
2018_19,10/12/18,MQ,-19.9
2018_19,11/13/18,BR,-19.9
2018_19,1/4/19,FR,-19.9
2018_19,4/3/19,PP,-19.9
2019_20,11/6/19,BR,-19.9
2019_20,11/6/19,MQ,-19.9
2019_20,11/6/19,PP,-19.9
2019_20,11/18/19,LC,-19.9
2019_20,12/4/19,PP,-19.9
2019_20,1/29/20,PP,-19.9
2019_20,3/18/20,BR,-19.9
2019_20,3/18/20,BR,-19.9
2019_20,3/18/20,LC,-19.9
2019_20,3/18/20,PP,-19.9
2019_20,3/18/20,PP,-19.9
2019_20,3/24/20,LC,-19.9
2019_20,3/24/20,PP,-19.9
2021_22,10/26/21,BR,-19.9
2021_22,10/26/21,BR,-19.9
2021_22,11/9/21,BR,-19.9
2021_22,11/9/21,BR,-19.9
2021_22,11/9/21,BR,-19.9
2021_22,3/12/22,BR,-19.9
2021_22,10/26/21,MQ,-19.9
2021_22,10/26/21,PP,-19.9
2021_22,10/26/21,PP,-19.9
2021_22,10/26/21,PP,-19.9
2021_22,11/9/21,PP,-19.9
2021_22,11/9/21,PP,-19.9
2021_22,11/9/21,PP,-19.9
2021_22,3/12/22,PP,-19.9
2021_22,3/12/22,PP,-19.9
2018_19,10/26/18,FR,-19.8
2018_19,10/26/18,FR,-19.8
2018_19,11/13/18,MQ,-19.8
2018_19,1/4/19,BR,-19.8
2018_19,1/4/19,MQ,-19.8
2018_19,3/21/19,BR,-19.8
2018_19,3/21/19,MQ,-19.8
2018_19,4/3/19,LC,-19.8
2019_20,11/6/19,BR,-19.8
2019_20,11/6/19,PP,-19.8
2019_20,11/6/19,PP,-19.8
2019_20,12/18/19,PP,-19.8
2019_20,3/18/20,PP,-19.8
2019_20,3/24/20,BR,-19.8
2019_20,3/24/20,PP,-19.8
2021_22,10/26/21,LC,-19.8
2021_22,11/9/21,LC,-19.8
2021_22,10/26/21,PP,-19.8
2021_22,3/12/22,PP,-19.8
2021_22,3/12/22,PP,-19.8
2018_19,11/13/18,PP,-19.7
2018_19,12/19/18,PP,-19.7
2018_19,4/3/19,BR,-19.7
2019_20,11/6/19,BR,-19.7
2019_20,11/6/19,BR,-19.7
2019_20,11/6/19,MQ,-19.7
2019_20,11/6/19,PP,-19.7
2019_20,11/6/19,PP,-19.7
2019_20,11/18/19,BR,-19.7
2019_20,3/24/20,LC,-19.7
2019_20,3/24/20,LC,-19.7
2019_20,4/10/20,PP,-19.7
2021_22,10/26/21,BR,-19.7
2021_22,10/26/21,BR,-19.7
2021_22,10/26/21,BR,-19.7
2021_22,10/26/21,BR,-19.7
2021_22,10/26/21,FR,-19.7
2021_22,3/12/22,LC,-19.7
2021_22,10/26/21,MQ,-19.7
2021_22,11/9/21,MQ,-19.7
2021_22,3/12/22,PP,-19.7
2021_22,3/12/22,PP,-19.7
2018_19,9/26/18,PP,-19.6
2018_19,10/26/18,FR,-19.6
2018_19,10/26/18,FR,-19.6
2018_19,11/13/18,LC,-19.6
2018_19,11/13/18,MQ,-19.6
2018_19,11/13/18,MQ,-19.6
2018_19,3/11/19,MQ,-19.6
2018_19,4/3/19,FR,-19.6
2018_19,4/3/19,PP,-19.6
2019_20,11/6/19,BR,-19.6
2019_20,11/6/19,MQ,-19.6
2019_20,11/6/19,MQ,-19.6
2019_20,11/6/19,PP,-19.6
2019_20,11/18/19,MQ,-19.6
2019_20,2/13/20,BR,-19.6
2019_20,3/18/20,BR,-19.6
2019_20,3/18/20,MQ,-19.6
2019_20,3/24/20,BR,-19.6
2019_20,3/24/20,BR,-19.6
2019_20,3/24/20,BR,-19.6
2019_20,3/24/20,LC,-19.6
2019_20,3/24/20,PP,-19.6
2021_22,3/12/22,BR,-19.6
2021_22,10/26/21,FR,-19.6
2021_22,3/12/22,LC,-19.6
2021_22,10/26/21,MQ,-19.6
2021_22,11/9/21,PP,-19.6
2018_19,10/26/18,FR,-19.5
2018_19,10/26/18,FR,-19.5
2018_19,10/26/18,MQ,-19.5
2018_19,10/26/18,MQ,-19.5
2018_19,12/19/18,PP,-19.5
2018_19,3/21/19,PP,-19.5
2019_20,11/6/19,BR,-19.5
2019_20,11/6/19,MQ,-19.5
2019_20,11/6/19,PP,-19.5
2019_20,12/4/19,FR,-19.5
2019_20,12/4/19,PP,-19.5
2019_20,3/18/20,BR,-19.5
2019_20,3/18/20,BR,-19.5
2019_20,3/18/20,MQ,-19.5
2019_20,3/18/20,PP,-19.5
2019_20,3/24/20,LC,-19.5
2019_20,3/24/20,MQ,-19.5
2021_22,10/26/21,BR,-19.5
2021_22,10/26/21,FR,-19.5
2021_22,10/26/21,MQ,-19.5
2021_22,10/26/21,MQ,-19.5
2021_22,11/9/21,PP,-19.5
2021_22,11/9/21,PP,-19.5
2021_22,11/9/21,PP,-19.5
2018_19,2/5/19,FR,-19.4
2019_20,3/18/20,LC,-19.4
2019_20,3/24/20,BR,-19.4
2019_20,3/24/20,BR,-19.4
2019_20,3/24/20,LC,-19.4
2019_20,3/24/20,MQ,-19.4
2021_22,11/9/21,BR,-19.4
2021_22,10/26/21,FR,-19.4
2021_22,11/9/21,LC,-19.4
2021_22,11/9/21,PP,-19.4
2018_19,11/23/18,BR,-19.3
2018_19,4/3/19,LC,-19.3
2018_19,4/3/19,PP,-19.3
2019_20,10/8/19,FR,-19.3
2019_20,11/6/19,BR,-19.3
2019_20,11/6/19,FR,-19.3
2019_20,11/6/19,LC,-19.3
2019_20,11/6/19,MQ,-19.3
2019_20,3/18/20,MQ,-19.3
2019_20,4/2/20,PP,-19.3
2021_22,10/26/21,BR,-19.3
2021_22,11/9/21,BR,-19.3
2021_22,11/9/21,BR,-19.3
2021_22,3/12/22,BR,-19.3
2021_22,11/9/21,PP,-19.3
2018_19,10/26/18,FR,-19.2
2018_19,4/3/19,LC,-19.2
2018_19,4/3/19,PP,-19.2
2019_20,10/8/19,FR,-19.2
2019_20,11/6/19,BR,-19.2
2019_20,12/4/19,BR,-19.2
2019_20,3/18/20,MQ,-19.2
2019_20,3/24/20,LC,-19.2
2019_20,3/24/20,LC,-19.2
2019_20,3/24/20,PP,-19.2
2019_20,4/17/20,PP,-19.2
2021_22,10/26/21,BR,-19.2
2021_22,11/9/21,BR,-19.2
2021_22,10/26/21,LC,-19.2
2021_22,3/12/22,LC,-19.2
2021_22,3/12/22,LC,-19.2
2021_22,10/26/21,MQ,-19.2
2021_22,11/9/21,PP,-19.2
2021_22,11/9/21,PP,-19.2
2021_22,11/9/21,PP,-19.2
2021_22,3/12/22,PP,-19.2
2021_22,3/12/22,PP,-19.2
2018_19,10/26/18,FR,-19.1
2018_19,10/26/18,MQ,-19.1
2018_19,4/3/19,BR,-19.1
2018_19,4/3/19,FR,-19.1
2019_20,10/8/19,FR,-19.1
2019_20,11/6/19,LC,-19.1
2019_20,11/6/19,MQ,-19.1
2019_20,11/6/19,MQ,-19.1
2019_20,11/6/19,PP,-19.1
2019_20,11/18/19,LC,-19.1
2019_20,3/4/20,PP,-19.1
2019_20,3/18/20,LC,-19.1
2019_20,3/18/20,PP,-19.1
2019_20,3/18/20,PP,-19.1
2019_20,3/18/20,PP,-19.1
2019_20,3/24/20,FR,-19.1
2021_22,10/26/21,BR,-19.1
2021_22,11/9/21,BR,-19.1
2021_22,10/26/21,FR,-19.1
2021_22,3/12/22,LC,-19.1
2021_22,3/12/22,LC,-19.1
2021_22,10/26/21,MQ,-19.1
2021_22,11/9/21,PP,-19.1
2021_22,11/9/21,PP,-19.1
2021_22,3/12/22,PP,-19.1
2021_22,3/12/22,PP,-19.1
2018_19,10/26/18,FR,-19
2018_19,10/26/18,MQ,-19
2018_19,10/26/18,MQ,-19
2019_20,11/6/19,BR,-19
2019_20,11/6/19,LC,-19
2019_20,12/4/19,MQ,-19
2019_20,12/18/19,PP,-19
2019_20,3/18/20,BR,-19
2019_20,3/18/20,LC,-19
2019_20,3/18/20,LC,-19
2019_20,3/18/20,LC,-19
2019_20,3/18/20,LC,-19
2019_20,3/18/20,MQ,-19
2019_20,3/24/20,MQ,-19
2019_20,3/24/20,MQ,-19
2019_20,3/24/20,PP,-19
2019_20,3/24/20,PP,-19
2021_22,11/9/21,BR,-19
2021_22,10/26/21,LC,-19
2021_22,10/26/21,LC,-19
2021_22,11/9/21,PP,-19
2021_22,11/9/21,PP,-19
2021_22,3/12/22,PP,-19
2021_22,3/12/22,PP,-19
2018_19,10/26/18,FR,-18.9
2018_19,10/26/18,MQ,-18.9
2018_19,10/26/18,MQ,-18.9
2018_19,4/3/19,BR,-18.9
2018_19,4/3/19,FR,-18.9
2018_19,4/3/19,PP,-18.9
2019_20,10/8/19,PP,-18.9
2019_20,11/6/19,PP,-18.9
2019_20,12/4/19,PP,-18.9
2019_20,12/18/19,MQ,-18.9
2019_20,3/4/20,PP,-18.9
2019_20,3/18/20,PP,-18.9
2019_20,3/24/20,BR,-18.9
2019_20,3/24/20,BR,-18.9
2019_20,3/24/20,BR,-18.9
2019_20,3/24/20,LC,-18.9
2021_22,11/9/21,BR,-18.9
2021_22,3/12/22,LC,-18.9
2021_22,11/9/21,PP,-18.9
2021_22,3/12/22,PP,-18.9
2021_22,3/12/22,PP,-18.9
2021_22,3/12/22,PP,-18.9
2021_22,3/12/22,PP,-18.9
2018_19,9/26/18,BR,-18.8
2018_19,9/26/18,BR,-18.8
2018_19,10/26/18,FR,-18.8
2018_19,10/26/18,MQ,-18.8
2018_19,4/3/19,BR,-18.8
2018_19,4/3/19,BR,-18.8
2018_19,4/3/19,LC,-18.8
2018_19,4/3/19,LC,-18.8
2019_20,11/6/19,BR,-18.8
2019_20,11/6/19,MQ,-18.8
2019_20,11/18/19,LC,-18.8
2019_20,12/4/19,MQ,-18.8
2019_20,3/18/20,MQ,-18.8
2019_20,3/18/20,MQ,-18.8
2019_20,3/18/20,PP,-18.8
2019_20,3/24/20,BR,-18.8
2019_20,3/24/20,MQ,-18.8
2019_20,3/24/20,PP,-18.8
2021_22,10/26/21,BR,-18.8
2021_22,10/26/21,BR,-18.8
2021_22,11/9/21,BR,-18.8
2021_22,10/26/21,LC,-18.8
2021_22,3/12/22,MQ,-18.8
2021_22,11/9/21,PP,-18.8
2018_19,10/26/18,FR,-18.7
2018_19,10/26/18,FR,-18.7
2018_19,10/26/18,MQ,-18.7
2018_19,10/26/18,MQ,-18.7
2018_19,4/3/19,FR,-18.7
2018_19,4/3/19,LC,-18.7
2018_19,4/3/19,MQ,-18.7
2018_19,4/3/19,MQ,-18.7
2018_19,4/3/19,PP,-18.7
2019_20,11/6/19,BR,-18.7
2019_20,11/6/19,MQ,-18.7
2019_20,1/16/20,BR,-18.7
2019_20,3/18/20,LC,-18.7
2019_20,3/18/20,MQ,-18.7
2019_20,3/18/20,MQ,-18.7
2021_22,10/26/21,BR,-18.7
2021_22,10/26/21,BR,-18.7
2021_22,11/9/21,BR,-18.7
2021_22,10/26/21,LC,-18.7
2021_22,3/12/22,LC,-18.7
2021_22,10/26/21,MQ,-18.7
2021_22,11/9/21,PP,-18.7
2021_22,11/23/21,PP,-18.7
2018_19,10/26/18,FR,-18.6
2018_19,10/26/18,MQ,-18.6
2018_19,10/26/18,MQ,-18.6
2018_19,10/26/18,PP,-18.6
2018_19,4/3/19,FR,-18.6
